var0,var1,var2,var3,var4,var5,var6,var7,var8,Class
311,2.8883,-7.9058,0.66758,0.33303,0.33316,0.33301,0.33394,0.33371,1
312,2.3459,-8.1942,0.66763,0.33361,0.3337,0.33321,0.33391,0.33351,1
313,2.2527,-7.9188,0.66786,0.33308,0.3331,0.33352,0.33387,0.33373,1
314,2.9391,-8.2179,0.66737,0.3334,0.33369,0.3332,0.33301,0.33349,1
315,2.6154,-8.8257,0.66744,0.33325,0.33351,0.33399,0.33379,0.33326,1
316,2.5903,-7.9707,0.66736,0.3331,0.33391,0.33324,0.33324,0.33318,1
317,2.2393,-8.8491,0.66771,0.33357,0.333,0.33364,0.33307,0.33327,1
318,2.2481,-8.8021,0.66784,0.33363,0.33386,0.33365,0.33321,0.33342,1
319,2.3824,-8.55,0.66757,0.33393,0.3332,0.33369,0.33398,0.33321,1
320,2.5134,-8.8173,0.66729,0.33382,0.33348,0.33395,0.33344,0.33331,1
321,2.4345,-8.0197,0.66799,0.33349,0.33343,0.33362,0.33331,0.33347,1
322,2.15,-8.7362,0.66732,0.3333,0.33372,0.33391,0.33309,0.33388,1
323,2.2091,-8.7929,0.66708,0.33345,0.33359,0.33315,0.33341,0.33335,1
324,2.0101,-8.3651,0.66705,0.33327,0.33325,0.33381,0.334,0.33336,1
325,2.3716,-8.08,0.66774,0.3334,0.33356,0.33308,0.33334,0.33336,1
326,2.5842,-8.4228,0.66744,0.33382,0.33322,0.3331,0.33356,0.33336,1
327,2.0313,-8.8643,0.66775,0.33387,0.33332,0.33379,0.33337,0.33362,1
328,1.898,-8.0522,0.66798,0.33374,0.33369,0.33319,0.3338,0.33313,1
329,2.5464,-8.8721,0.66758,0.33317,0.33347,0.33358,0.33371,0.33368,1
330,2.2344,-8.5841,0.66741,0.33313,0.33306,0.33345,0.33341,0.33346,1
331,1.9542,-7.9903,0.66773,0.33302,0.33363,0.33367,0.3337,0.3334,1
332,1.802,-7.9494,0.66755,0.33305,0.33371,0.33338,0.33365,0.33388,1
333,2.3737,-8.3383,0.66767,0.33349,0.3338,0.33362,0.33335,0.3332,1
334,2.6057,-8.072,0.66786,0.33333,0.33394,0.33387,0.33336,0.33384,1
335,1.9427,-8.6145,0.66702,0.33356,0.33337,0.33324,0.33315,0.33396,1
336,2.0566,-8.7205,0.6676,0.33387,0.33373,0.33359,0.33308,0.33375,1
337,1.9928,-7.9889,0.66793,0.3331,0.33346,0.33349,0.33343,0.33306,1
338,2.5369,-8.2625,0.6679,0.33345,0.33375,0.33313,0.33308,0.33383,1
339,1.8844,-8.3003,0.66784,0.33323,0.33359,0.33373,0.33318,0.33319,1
340,2.2381,-8.1131,0.66721,0.33342,0.33339,0.33392,0.33343,0.333,1
341,2.3142,-8.5415,0.66753,0.33341,0.33393,0.3334,0.33335,0.33331,1
342,2.0698,-8.5107,0.66779,0.333,0.33349,0.33383,0.33359,0.3336,1
343,1.5355,-8.0838,0.66702,0.33322,0.33381,0.33315,0.33327,0.33315,1
344,2.0363,-8.4298,0.66705,0.33331,0.33364,0.33352,0.33374,0.33345,1
345,1.9393,-8.0653,0.6676,0.33324,0.33336,0.33347,0.33314,0.33378,1
346,1.9275,-8.3199,0.66706,0.33334,0.33374,0.33309,0.33348,0.33301,1
347,2.0438,-8.0216,0.66743,0.33352,0.33326,0.33322,0.33352,0.33365,1
348,1.5163,-8.8787,0.6677,0.33308,0.33327,0.33339,0.33399,0.33384,1
349,2.0614,-8.2509,0.6672,0.33329,0.33363,0.33316,0.33379,0.33306,1
350,1.8924,-8.357,0.66733,0.33319,0.33398,0.33377,0.33361,0.33351,1
351,1.8509,-8.312,0.66762,0.33351,0.33319,0.33395,0.3338,0.33337,1
352,1.3347,-8.8299,0.66717,0.33311,0.33398,0.33376,0.33307,0.33377,1
353,2.2204,-8.8013,0.66721,0.33339,0.33398,0.33377,0.3331,0.33396,1
354,1.7206,-8.2275,0.66794,0.33333,0.33398,0.33346,0.33337,0.33314,1
355,1.9811,-8.7811,0.66763,0.33354,0.33313,0.33365,0.33324,0.33325,1
356,1.3831,-8.7076,0.66718,0.33341,0.33316,0.33387,0.33317,0.33315,1
357,1.3025,-7.9952,0.66741,0.33398,0.33316,0.33376,0.334,0.33396,1
358,1.2119,-8.9529,0.6673,0.33366,0.33307,0.33315,0.3331,0.33358,1
359,1.3714,-8.7418,0.66796,0.33327,0.33357,0.33397,0.33319,0.33391,1
360,1.8805,-8.5821,0.66739,0.33391,0.33373,0.33336,0.33321,0.33378,1
361,1.8632,-8.1905,0.66757,0.33366,0.33311,0.33315,0.33307,0.33385,1
362,1.6117,-8.3655,0.66703,0.33343,0.33366,0.33355,0.33377,0.33372,1
363,1.6361,-8.5914,0.66721,0.33318,0.33378,0.33302,0.33347,0.33373,1
364,1.0796,-8.5328,0.66786,0.33339,0.33387,0.33323,0.3337,0.33302,1
365,0.94312,-8.736,0.66796,0.33317,0.33347,0.33339,0.33346,0.33304,1
366,1.397,-8.6424,0.66749,0.33356,0.33365,0.33391,0.33313,0.3331,1
367,1.7033,-8.2731,0.66746,0.33341,0.33378,0.33348,0.33338,0.33334,1
368,1.4709,-8.6389,0.66794,0.3331,0.33387,0.33335,0.33391,0.33381,1
369,0.91139,-8.6601,0.66785,0.33364,0.33334,0.33331,0.33357,0.33376,1
370,1.6118,-8.0568,0.66771,0.33349,0.33381,0.3338,0.33309,0.33327,1
371,1.6766,-8.0142,0.66723,0.33361,0.33371,0.33328,0.33379,0.33311,1
372,1.6976,-8.6493,0.66799,0.33351,0.33369,0.33329,0.33355,0.33306,1
373,0.75009,-8.3813,0.66792,0.33301,0.33379,0.33379,0.33333,0.3337,1
374,1.2804,-8.3576,0.66734,0.33398,0.33335,0.33303,0.33308,0.33375,1
375,1.0449,-8.2959,0.66702,0.3336,0.33363,0.33355,0.33317,0.33362,1
376,1.0266,-8.7586,0.66755,0.33319,0.33365,0.33389,0.33363,0.33322,1
377,0.88873,-8.9448,0.66741,0.33334,0.33392,0.33308,0.33306,0.33312,1
378,0.67523,-8.6434,0.66704,0.33306,0.33345,0.33331,0.33366,0.33309,1
379,1.0969,-8.7652,0.66756,0.33313,0.33349,0.33369,0.33368,0.33301,1
380,0.78259,-8.9167,0.66755,0.33301,0.33336,0.33305,0.33345,0.33348,1
381,1.3467,-8.7023,0.66768,0.33388,0.33358,0.33322,0.33305,0.3338,1
382,0.9412,-8.7753,0.66742,0.33318,0.33379,0.33301,0.33362,0.33309,1
383,0.63747,-8.1256,0.66799,0.334,0.33323,0.33351,0.33379,0.33391,1
384,1.4781,-8.5332,0.66712,0.33316,0.33303,0.33311,0.33312,0.33309,1
385,1.2193,-8.4742,0.66773,0.33314,0.33375,0.33347,0.33317,0.3336,1
386,1.0586,-8.4974,0.66786,0.3336,0.33371,0.3332,0.33364,0.33303,1
387,0.57964,-8.3489,0.66777,0.33341,0.33374,0.33317,0.33345,0.33333,1
388,0.8327,-8.0825,0.66777,0.33345,0.33334,0.33381,0.33353,0.33388,1
389,0.58212,-8.3048,0.66715,0.33387,0.3334,0.33386,0.33378,0.33395,1
390,0.71829,-7.9986,0.66708,0.33331,0.33378,0.33343,0.33386,0.33378,1
391,0.46131,-8.3134,0.66737,0.33337,0.3339,0.33317,0.33314,0.33384,1
392,1.1415,-8.0755,0.66747,0.33399,0.33353,0.33307,0.33309,0.33311,1
393,1.1206,-8.7253,0.6679,0.33319,0.33389,0.33344,0.33319,0.33305,1
394,1.112,-8.662,0.66743,0.33386,0.33368,0.33377,0.33333,0.33312,1
395,0.34259,-8.0596,0.66762,0.33315,0.33385,0.33334,0.33351,0.33336,1
396,0.28045,-8.6441,0.66783,0.33393,0.33358,0.33369,0.33376,0.33399,1
397,0.62672,-8.4642,0.66774,0.33328,0.33307,0.33356,0.33324,0.33393,1
398,1.1144,-8.6576,0.66741,0.33393,0.33312,0.3339,0.33341,0.33359,1
399,0.8289,-8.5035,0.66717,0.33367,0.33306,0.33345,0.33322,0.33319,1
400,0.59064,-8.5426,0.66725,0.33379,0.33325,0.33393,0.33365,0.33304,1
401,0.30181,-8.6125,0.66738,0.33329,0.33375,0.33332,0.33376,0.33329,1
402,0.71813,-8.4598,0.66703,0.33347,0.33374,0.33304,0.33309,0.33325,1
403,0.81986,-8.797,0.66767,0.33312,0.33388,0.33362,0.33376,0.33361,1
404,0.42395,-8.3451,0.66733,0.33311,0.33372,0.33365,0.33368,0.33319,1
405,0.66547,-8.6493,0.66741,0.33342,0.33326,0.33301,0.33336,0.33358,1
406,0.50764,-7.8989,0.66739,0.33302,0.33382,0.33337,0.33332,0.33373,1
407,0.65492,-8.1987,0.66746,0.3333,0.33328,0.33396,0.33378,0.33322,1
408,-0.058954,-8.7723,0.66723,0.33321,0.33359,0.33388,0.33349,0.33323,1
409,0.77172,-8.6263,0.66743,0.33341,0.33368,0.33394,0.33354,0.33376,1
410,-0.090848,-8.4728,0.66711,0.33323,0.33327,0.33389,0.33377,0.33368,1
411,0.27021,-8.7548,0.66722,0.33359,0.33371,0.33309,0.33351,0.33323,1
412,0.44994,-8.6344,0.66758,0.33389,0.33358,0.33368,0.3331,0.33373,1
413,0.63073,-8.2731,0.66737,0.33394,0.33375,0.33386,0.3335,0.33394,1
414,0.69034,-8.1145,0.66753,0.33317,0.33349,0.33328,0.33332,0.33394,1
415,0.080068,-8.0407,0.66783,0.33381,0.33337,0.33392,0.33353,0.33327,1
416,-0.30538,-8.2808,0.6676,0.33319,0.33378,0.33381,0.33313,0.33339,1
417,-0.11441,-8.3289,0.66764,0.33375,0.33315,0.33369,0.33304,0.33396,1
418,-0.047369,-8.1627,0.6673,0.33308,0.33364,0.33335,0.33318,0.33318,1
419,-0.11619,-7.914,0.66717,0.33379,0.33303,0.33392,0.33309,0.33393,1
420,0.39047,-8.4806,0.66771,0.3339,0.33381,0.33385,0.33361,0.33359,1
421,0.36271,-7.9926,0.66778,0.33355,0.33395,0.33385,0.33378,0.33369,1
422,-0.28735,-8.4502,0.66777,0.33397,0.33314,0.33372,0.33302,0.33368,1
423,0.11257,-8.7216,0.66752,0.33302,0.33337,0.33367,0.33379,0.33305,1
424,0.23551,-8.8098,0.66788,0.33339,0.33342,0.33301,0.33327,0.33371,1
425,0.19711,-8.3624,0.66724,0.33305,0.33357,0.33347,0.33391,0.33318,1
426,0.28929,-8.2306,0.66708,0.33388,0.3337,0.33383,0.33373,0.33392,1
427,-0.36051,-8.1215,0.6671,0.33378,0.33398,0.33398,0.33363,0.33371,1
428,-0.04991,-8.3597,0.66701,0.33386,0.33311,0.33345,0.33358,0.33347,1
429,-0.51123,-8.1044,0.6676,0.3338,0.33355,0.33352,0.33312,0.33333,1
430,-0.16444,-7.8432,0.66781,0.33365,0.33381,0.33363,0.33389,0.33368,1
431,-0.51846,-8.5709,0.66733,0.3336,0.33363,0.33379,0.3335,0.33398,1
432,-0.58941,-7.9994,0.66772,0.33309,0.3337,0.33396,0.33385,0.33386,1
433,-0.42329,-8.1072,0.66724,0.33336,0.33302,0.33343,0.33394,0.3336,1
434,-0.44422,-7.8628,0.66784,0.33395,0.33382,0.33393,0.33397,0.33369,1
435,-0.45285,-8.5656,0.66726,0.33304,0.33372,0.33375,0.33321,0.33366,1
436,-0.53198,-7.8816,0.66719,0.33319,0.33388,0.33304,0.33314,0.33317,1
437,-0.73856,-8.2632,0.66706,0.33351,0.33371,0.33326,0.33326,0.33335,1
438,-0.14333,-8.6706,0.66745,0.33302,0.33336,0.33366,0.33348,0.33305,1
439,0.017049,-8.6486,0.6671,0.33395,0.3333,0.33306,0.33358,0.33313,1
440,-0.52579,-8.6743,0.66721,0.33368,0.334,0.33304,0.3337,0.33385,1
441,-0.41268,-8.5283,0.66737,0.3337,0.3332,0.33309,0.3336,0.33332,1
442,-0.86889,-7.9627,0.66743,0.33377,0.33353,0.33392,0.33376,0.33366,1
443,-0.92219,-7.9125,0.66762,0.33351,0.33305,0.33344,0.33368,0.33373,1
444,-0.0070321,-8.0392,0.66731,0.33333,0.33317,0.33357,0.33335,0.33398,1
445,-0.37142,-8.4875,0.66788,0.3331,0.33385,0.33329,0.33389,0.33352,1
446,-0.25159,-8.586,0.66739,0.33348,0.33304,0.33345,0.33312,0.33359,1
447,-0.79924,-7.7369,0.66765,0.33371,0.3333,0.33326,0.3332,0.33318,1
448,-1.0576,-8.2495,0.66748,0.33367,0.33398,0.33381,0.33351,0.33373,1
449,-0.16633,-8.2312,0.66757,0.33371,0.33312,0.33302,0.33362,0.33312,1
450,-0.80638,-8.3688,0.66718,0.3336,0.33365,0.3334,0.33358,0.33317,1
451,-0.34728,-8.2631,0.6671,0.33316,0.33308,0.33332,0.3334,0.33374,1
452,-0.97808,-7.6851,0.66704,0.33339,0.33319,0.33326,0.33305,0.33354,1
453,-0.95322,-7.7086,0.66747,0.3336,0.33384,0.33306,0.33356,0.3333,1
454,-0.70167,-8.1177,0.66794,0.33314,0.33389,0.33378,0.33369,0.33336,1
455,-0.80288,-8.0456,0.66794,0.3333,0.33388,0.33398,0.33301,0.3335,1
456,-0.99759,-7.9897,0.66733,0.33387,0.33335,0.33369,0.33333,0.33309,1
457,-0.78997,-8.2259,0.66725,0.33315,0.33364,0.33381,0.33395,0.33343,1
458,-1.2937,-8.0128,0.66764,0.3334,0.33349,0.33375,0.33315,0.33329,1
459,-1.195,-8.5857,0.66747,0.33337,0.33369,0.33334,0.33323,0.33325,1
460,-1.1698,-7.7027,0.66718,0.33368,0.33371,0.33379,0.33318,0.33326,1
461,-1.3511,-8.0449,0.66777,0.33398,0.33311,0.33314,0.33303,0.33305,1
462,-1.1814,-8.0075,0.66729,0.33331,0.33369,0.33313,0.33328,0.333,1
463,-1.211,-8.366,0.6679,0.33367,0.33324,0.33348,0.33358,0.33325,1
464,-0.69655,-7.9897,0.66702,0.33359,0.33399,0.33382,0.33348,0.33345,1
465,-0.76857,-7.9591,0.6677,0.33393,0.33387,0.33371,0.33388,0.33371,1
466,-1.493,-7.5918,0.66704,0.33315,0.33322,0.33321,0.33397,0.33336,1
467,-1.3776,-7.9743,0.66701,0.33345,0.33323,0.33383,0.33385,0.33375,1
468,-0.93896,-8.2748,0.66707,0.33374,0.33305,0.33364,0.33344,0.33346,1
469,-1.2309,-7.726,0.66729,0.33393,0.3336,0.3337,0.33382,0.33399,1
470,-0.92444,-8.1375,0.66706,0.33386,0.33343,0.33387,0.3331,0.33344,1
471,-1.4317,-7.7321,0.66725,0.33356,0.33381,0.33359,0.33302,0.33348,1
472,-1.3929,-8.1809,0.66747,0.33384,0.33384,0.33349,0.33303,0.33378,1
473,-0.71873,-8.0159,0.66765,0.33389,0.33372,0.33326,0.33343,0.33338,1
474,-0.86359,-8.2006,0.66779,0.33355,0.33339,0.33355,0.33352,0.33377,1
475,-1.716,-7.7486,0.66759,0.33301,0.33376,0.33358,0.33389,0.33341,1
476,-1.3434,-8.1215,0.667,0.33342,0.33305,0.3335,0.33388,0.33394,1
477,-1.3944,-7.646,0.66797,0.33367,0.33303,0.33354,0.33302,0.33394,1
478,-1.3239,-7.9964,0.66702,0.33319,0.33324,0.33362,0.33322,0.33324,1
479,-1.7053,-7.6009,0.6676,0.33374,0.33392,0.33305,0.33373,0.33373,1
480,-0.91098,-8.1925,0.66756,0.3336,0.33322,0.33336,0.33375,0.33307,1
481,-0.92202,-7.9354,0.6674,0.33373,0.33313,0.33329,0.33359,0.33384,1
482,-1.5725,-8.1119,0.66784,0.33383,0.33381,0.3339,0.33348,0.33349,1
483,-1.5514,-8.065,0.66712,0.33303,0.33385,0.33356,0.33394,0.33337,1
484,-1.1941,-8.3543,0.66779,0.33347,0.33334,0.33305,0.33371,0.33387,1
485,-1.4207,-8.0414,0.668,0.33373,0.33398,0.33386,0.33334,0.33399,1
486,-1.5007,-8.0538,0.66751,0.333,0.3336,0.33392,0.33365,0.33371,1
487,-1.7501,-8.4218,0.66746,0.33375,0.33324,0.33351,0.33345,0.33367,1
488,-1.6436,-7.4681,0.66776,0.33336,0.33377,0.33378,0.33306,0.33331,1
489,-1.3493,-7.568,0.66703,0.33322,0.33336,0.33353,0.33394,0.33349,1
490,-2.1196,-7.3915,0.66712,0.33376,0.3337,0.33363,0.33345,0.33301,1
491,-2.0689,-8.1208,0.66759,0.33368,0.3332,0.33366,0.33369,0.33318,1
492,-1.7821,-7.8975,0.66718,0.33326,0.33399,0.33395,0.33308,0.33345,1
493,-1.4592,-7.7052,0.66727,0.33328,0.33368,0.3339,0.33394,0.33315,1
494,-1.6795,-7.6304,0.66734,0.33391,0.3336,0.33377,0.33301,0.33399,1
495,-1.7866,-7.9272,0.66753,0.33384,0.33306,0.33338,0.3335,0.334,1
496,-1.8196,-7.9038,0.6676,0.33335,0.33398,0.33334,0.33386,0.33386,1
497,-1.2921,-7.4346,0.66733,0.33368,0.33349,0.33399,0.33304,0.3331,1
498,-1.2672,-7.8806,0.66717,0.33324,0.33337,0.33353,0.33347,0.33387,1
499,-1.6882,-7.7787,0.66738,0.33382,0.33303,0.33324,0.33316,0.33396,1
500,-1.3805,-7.3538,0.66714,0.33395,0.33374,0.33387,0.33376,0.33303,1
501,-2.0974,-7.4338,0.66787,0.33323,0.33357,0.33362,0.33345,0.33335,1
502,-1.9225,-7.4052,0.66741,0.33302,0.3339,0.33386,0.33307,0.33353,1
503,-2.3367,-7.6052,0.66702,0.33329,0.33342,0.33375,0.33339,0.33349,1
504,-2.0697,-7.9979,0.66742,0.33382,0.33373,0.33349,0.33314,0.33355,1
505,-1.9971,-8.0293,0.66746,0.33318,0.33361,0.33303,0.33352,0.33302,1
506,-1.7131,-7.5547,0.66759,0.3331,0.33333,0.33393,0.33354,0.33361,1
507,-1.6381,-7.8363,0.66792,0.33369,0.33376,0.33384,0.33362,0.33367,1
508,-1.8674,-8.2463,0.66774,0.33328,0.33301,0.33333,0.33355,0.33351,1
509,-1.7014,-7.5384,0.66746,0.33359,0.33394,0.33307,0.33333,0.33333,1
510,-1.8503,-7.9196,0.66728,0.33381,0.33339,0.33319,0.33324,0.33344,1
511,-1.9043,-8.0405,0.66762,0.33354,0.33354,0.33334,0.33392,0.33357,1
512,-1.9699,-7.994,0.66739,0.33346,0.33305,0.33325,0.33361,0.33322,1
513,-2.4844,-7.6598,0.6675,0.33371,0.3336,0.3336,0.33304,0.33371,1
514,-1.8606,-7.5881,0.6676,0.3332,0.33301,0.33353,0.33313,0.33373,1
515,-2.658,-8.1007,0.66715,0.3333,0.33352,0.33372,0.33326,0.33315,1
516,-1.8867,-7.8964,0.66766,0.33371,0.33367,0.33379,0.33385,0.33314,1
517,-1.7694,-7.3649,0.66762,0.33306,0.33333,0.33348,0.33374,0.33388,1
518,-2.2125,-7.2281,0.6671,0.33387,0.33395,0.33397,0.33345,0.3331,1
519,-1.9337,-7.2358,0.66783,0.33368,0.33316,0.33361,0.33305,0.33396,1
520,-1.8529,-7.7448,0.66702,0.33355,0.33371,0.33301,0.3339,0.33302,1
521,-1.7843,-7.3715,0.66758,0.33369,0.33341,0.33368,0.33327,0.33376,1
522,-1.9081,-8.0384,0.66726,0.33308,0.33318,0.33363,0.33318,0.33312,1
523,-1.946,-7.1291,0.66782,0.33352,0.33363,0.33395,0.33378,0.33364,1
524,-2.1918,-7.5145,0.66752,0.3333,0.33339,0.33392,0.33316,0.33316,1
525,-2.3096,-7.3641,0.66771,0.33387,0.33363,0.33394,0.33323,0.33373,1
526,-1.9973,-7.8175,0.66796,0.3332,0.33383,0.3337,0.33367,0.33389,1
527,-2.0283,-7.1015,0.66766,0.33323,0.33329,0.33336,0.33337,0.33307,1
528,-2.7667,-7.0766,0.66732,0.33331,0.33353,0.33333,0.33339,0.3338,1
529,-1.9124,-7.9381,0.66733,0.33337,0.33369,0.33353,0.3339,0.33339,1
530,-2.2606,-7.5107,0.66795,0.33354,0.33303,0.33393,0.33365,0.33361,1
531,-2.4597,-7.1549,0.66752,0.33325,0.33301,0.33385,0.3334,0.3336,1
532,-2.2337,-7.6056,0.66755,0.33363,0.33302,0.33341,0.33302,0.33339,1
533,-2.0499,-7.2277,0.66787,0.33319,0.33395,0.33301,0.33325,0.33346,1
534,-2.6207,-7.7598,0.66793,0.33378,0.33365,0.33387,0.33327,0.33356,1
535,-2.1488,-7.6068,0.667,0.33368,0.33312,0.33349,0.33323,0.33363,1
536,-2.5951,-7.1729,0.66796,0.33304,0.33308,0.33385,0.33328,0.33324,1
537,-3.0843,-7.638,0.66721,0.3337,0.33373,0.33338,0.33361,0.33314,1
538,-2.1947,-7.9229,0.66777,0.33311,0.33343,0.33394,0.33355,0.33373,1
539,-2.9921,-7.8484,0.66701,0.33332,0.33301,0.33393,0.33389,0.33366,1
540,-3.0643,-7.4909,0.66738,0.33386,0.334,0.33332,0.33308,0.33307,1
541,-2.8362,-7.5833,0.66762,0.33355,0.33379,0.33327,0.33311,0.33394,1
542,-2.9259,-7.6174,0.66776,0.33336,0.33327,0.33339,0.33378,0.33353,1
543,-2.8642,-7.6596,0.66723,0.33381,0.33388,0.33337,0.33333,0.33394,1
544,-2.3735,-7.1333,0.66768,0.33383,0.33375,0.33348,0.33341,0.33359,1
545,-2.7207,-6.9024,0.66755,0.3333,0.33383,0.33359,0.33327,0.33362,1
546,-2.4863,-6.8614,0.6676,0.33338,0.33366,0.33386,0.33352,0.33382,1
547,-3.0571,-7.8027,0.66748,0.33371,0.33321,0.33366,0.33339,0.33314,1
548,-3.2364,-7.2347,0.66727,0.33361,0.33301,0.3338,0.33364,0.33381,1
549,-3.1396,-7.7331,0.66757,0.33355,0.33373,0.33363,0.33373,0.33383,1
550,-2.8182,-6.9936,0.66752,0.33365,0.33386,0.33369,0.33301,0.33312,1
551,-3.0847,-6.9146,0.6674,0.33346,0.33324,0.33301,0.33385,0.33309,1
552,-2.6293,-7.262,0.66772,0.33343,0.33395,0.33386,0.33357,0.33397,1
553,-3.0302,-7.7528,0.66763,0.33376,0.33357,0.33325,0.33307,0.33336,1
554,-2.7131,-6.9143,0.66798,0.33326,0.33304,0.33305,0.33382,0.33341,1
555,-3.0297,-6.9692,0.66755,0.33312,0.33314,0.33302,0.33328,0.33383,1
556,-3.3153,-7.3369,0.66718,0.33374,0.33362,0.33352,0.33366,0.33335,1
557,-2.5456,-7.5904,0.66774,0.33309,0.33372,0.33355,0.33376,0.33321,1
558,-3.4637,-7.6968,0.66717,0.33307,0.33371,0.33373,0.33383,0.3337,1
559,-3.1733,-7.2313,0.66752,0.33339,0.33341,0.33354,0.33395,0.33385,1
560,-3.0967,-6.7605,0.66766,0.33388,0.33375,0.33315,0.33343,0.33323,1
561,-3.1794,-7.4579,0.66755,0.33336,0.33327,0.33382,0.33379,0.33362,1
562,-3.3409,-7.2025,0.66719,0.33327,0.33399,0.33328,0.33328,0.33373,1
563,-3.0736,-7.1318,0.66775,0.33341,0.33389,0.33388,0.3331,0.33392,1
564,-2.9192,-7.4277,0.66727,0.33307,0.3339,0.33301,0.33396,0.33374,1
565,-2.9117,-7.4952,0.66776,0.33339,0.33347,0.334,0.33393,0.3332,1
566,-2.7401,-7.4297,0.66771,0.33378,0.33338,0.33304,0.3335,0.33349,1
567,-2.9282,-7.0439,0.66769,0.33371,0.3333,0.33369,0.33315,0.33398,1
568,-2.709,-6.7485,0.6678,0.33305,0.33362,0.33363,0.33328,0.33314,1
569,-3.2881,-7.442,0.66774,0.33371,0.33385,0.33349,0.33352,0.33365,1
570,-3.4388,-7.4394,0.66756,0.33396,0.33396,0.33358,0.33319,0.33322,1
571,-3.6507,-7.0895,0.66783,0.33381,0.33355,0.33336,0.33347,0.33348,1
572,-3.4363,-7.3297,0.66742,0.33365,0.33393,0.33377,0.33337,0.33386,1
573,-3.4719,-6.8243,0.66725,0.33333,0.33351,0.33399,0.33324,0.33302,1
574,-3.2968,-7.0686,0.66753,0.33305,0.33385,0.33323,0.33367,0.33329,1
575,-3.3385,-7.4017,0.66714,0.33359,0.33331,0.33391,0.33365,0.33316,1
576,-3.1859,-7.2066,0.66771,0.33355,0.33332,0.33322,0.33305,0.33376,1
577,-3.2636,-7.0968,0.66797,0.33308,0.33307,0.33398,0.33386,0.33322,1
578,-3.7928,-7.3443,0.66744,0.3339,0.33355,0.33399,0.33308,0.33337,1
579,-3.7886,-6.5636,0.66704,0.3331,0.33386,0.33348,0.33398,0.3339,1
580,-3.8711,-6.6648,0.66773,0.33318,0.33357,0.33349,0.33324,0.33311,1
581,-3.5767,-6.7087,0.66723,0.33359,0.33375,0.33327,0.3332,0.33351,1
582,-3.2361,-7.1125,0.66779,0.33333,0.33388,0.33305,0.33361,0.33321,1
583,-3.5585,-6.9915,0.66716,0.33349,0.33383,0.33376,0.33311,0.33335,1
584,-3.0747,-6.7249,0.66752,0.3335,0.33307,0.33387,0.33354,0.33319,1
585,-3.6036,-6.5847,0.66759,0.3333,0.33388,0.33364,0.33302,0.33373,1
586,-3.2201,-6.3397,0.66738,0.33394,0.33369,0.33386,0.33329,0.33311,1
587,-3.4367,-6.7905,0.66735,0.33311,0.33334,0.3337,0.33331,0.33367,1
588,-3.9329,-7.2497,0.66755,0.33338,0.33368,0.33305,0.33301,0.33354,1
589,-3.6721,-7.2343,0.6678,0.33387,0.33365,0.33307,0.33323,0.33357,1
590,-4.072,-6.4102,0.66723,0.33353,0.3333,0.33308,0.33335,0.33382,1
591,-3.3884,-7.1118,0.6671,0.33386,0.33338,0.33318,0.33389,0.33343,1
592,-3.2981,-6.9546,0.66728,0.33301,0.33349,0.33334,0.33367,0.33344,1
593,-4.1065,-7.0039,0.66716,0.33328,0.33312,0.33376,0.33388,0.33373,1
594,-3.5788,-6.7854,0.66718,0.33317,0.33357,0.33301,0.33365,0.33315,1
595,-4.0352,-6.2799,0.66705,0.33386,0.33339,0.33399,0.33369,0.33337,1
596,-3.3943,-7.0959,0.66707,0.33376,0.33323,0.33362,0.33381,0.33337,1
597,-4.2276,-7.1739,0.66775,0.33348,0.3332,0.33328,0.33389,0.33321,1
598,-3.7743,-6.6099,0.66757,0.33383,0.33332,0.33302,0.33388,0.33347,1
599,-3.8462,-6.9534,0.66712,0.33347,0.33392,0.33343,0.33397,0.33301,1
600,-3.5722,-6.6759,0.66728,0.33397,0.33366,0.33304,0.3335,0.33399,1
601,-3.6507,-6.7902,0.66748,0.33329,0.33389,0.33347,0.33316,0.33313,1
602,-4.312,-6.5213,0.66754,0.33342,0.33389,0.33309,0.33345,0.33386,1
603,-3.5818,-6.6481,0.66747,0.3334,0.33317,0.33335,0.33323,0.33332,1
604,-3.6501,-6.8101,0.66712,0.33301,0.33376,0.33307,0.33326,0.33361,1
605,-3.7525,-6.8652,0.66789,0.33384,0.33323,0.33317,0.33301,0.33362,1
606,-4.2576,-6.2079,0.66768,0.33326,0.33371,0.3334,0.3334,0.3331,1
607,-3.827,-6.6563,0.66726,0.33395,0.33311,0.33343,0.33313,0.33389,1
608,-3.8748,-6.7912,0.66739,0.33352,0.33362,0.33312,0.33308,0.33398,1
609,-3.73,-6.9287,0.66743,0.33398,0.33309,0.33398,0.33359,0.33322,1
610,-4.1234,-6.5343,0.66745,0.33307,0.33328,0.33397,0.33363,0.33363,1
611,-3.7979,-6.0448,0.66795,0.33375,0.33373,0.3339,0.33359,0.3334,1
612,-4.4607,-6.0221,0.66717,0.33375,0.33307,0.33318,0.33346,0.33391,1
613,-3.7684,-6.2778,0.66783,0.33388,0.33302,0.33347,0.33355,0.33322,1
614,-4.0374,-6.068,0.66738,0.33329,0.33316,0.3335,0.33386,0.33306,1
615,-4.5602,-6.659,0.6671,0.33301,0.33362,0.33386,0.33385,0.33306,1
616,-4.6095,-6.1987,0.66758,0.33313,0.33376,0.33378,0.33318,0.33329,1
617,-4.5217,-6.3836,0.66748,0.33381,0.33349,0.33387,0.3333,0.33363,1
